"","ID","Uni","Full_Part","PTY","Current_Year","Course_Duration","Course_Name","Previous_Training","Gender","UKRN","timepoint","Knowledge_Replication","Knowledge_Materials","Knowledge_Education","Knowledge_Access","Knowledge_Data","Knowledge_Power","Knowledge_Preregistration","Knowledge_Preprint","Knowledge_Score_Total","Knowledge_Score_Mean","crisis_aware","crisis_learnt","crisis_explain","os_explain","os_learnt","Knowledge_Completed"
"653",719,"UKRN08","Full-time","No","Year 1","3","Psychology","Yes","Female","UKRN",1,3,3,3,1,0,2,3,3,18,18,1,1,0,0,0,1
"654",720,"UKRN08","Full-time","No","Year 2","3","Bsc (hons) Psychology with Criminology ","Yes","Female","UKRN",1,3,3,3,1,1,3,1,2,17,17,1,1,1,1,1,1
"655",722,"UKRN08","Full-time","No","Final Year","3","Psychology with Criminology ","Yes","Female ","UKRN",1,3,3,3,3,2,2,2,2,20,20,1,1,0,0,0,1
"656",723,"UKRN08","Full-time","No","Year 2","3","Psychology BSc","Yes","Female","UKRN",1,4,4,4,4,1,1,3,3,24,24,1,1,1,0,1,1
"657",724,"UKRN08","Full-time","No","Final Year","3","BSc Psychology (Hons)","No","Female","UKRN",1,4,4,4,2,3,4,4,4,29,29,1,1,1,1,1,1
"658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659",726,"UKRN08","Full-time","No","Year 2","3","BSc Hons Psychology ","Yes","Female","UKRN",1,3,1,3,1,1,3,3,2,17,17,1,0,0,1,0,1
"660",727,"UKRN08","Full-time","Yes","Year 2","3","Psychology BSc","Yes","Female","UKRN",1,4,0,4,4,1,2,4,4,23,23,1,1,0,1,1,1
"661",728,"UKRN08","Full-time","No","Year 1","4","Psychology with Criminology (BSc) ","Yes","Female","UKRN",1,3,3,3,1,2,3,3,2,20,20,1,1,1,1,1,1
"662",729,"UKRN08","Full-time","No","Year 1","3","Psychology ","No","Female ","UKRN",1,3,1,3,3,3,3,3,2,21,21,1,1,1,1,1,1
"663",730,"UKRN08","Full-time","No","Final Year","3","BSc psychology ","Yes","Female","UKRN",1,4,4,4,4,0,4,3,4,27,27,1,1,1,1,1,1
"664",731,"UKRN08","Full-time","No","Final Year","3","BSc Hons Psychology","Yes","Female","UKRN",1,3,3,3,3,3,3,3,1,22,22,1,1,1,0,1,1
"665",732,"UKRN08","Full-time","Yes","Placement Year","4","Psychology","Yes","Female","UKRN",1,4,3,4,1,3,3,2,2,22,22,1,1,1,1,0,1
"666",733,"UKRN08","Full-time","Yes","Year 2","3","Psychology ","Yes","Male ","UKRN",1,4,4,3,1,0,0,3,2,17,17,1,1,1,0,0,1
"667",734,"UKRN08","Full-time","No","Final Year","3","Psychology with criminology ","Yes","Fenale","UKRN",1,4,4,4,1,2,2,4,4,25,25,1,1,0,0,1,1
"668",735,"UKRN08","Full-time","No","Year 1","3","Psychology with Criminology ","No","Female ","UKRN",1,4,4,2,4,1,3,2,2,22,22,1,1,1,1,1,1
"669",736,"UKRN08","Full-time","No","Year 1","3","Psychology ","No","Female","UKRN",1,4,3,4,3,0,3,3,3,23,23,1,1,1,0,0,1
"670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671",740,"UKRN08","Full-time","Yes","Year 1","4","Psychology ","Yes","Male","UKRN",1,4,4,1,1,0,0,1,4,15,15,1,1,1,0,0,1
"672",742,"UNI01","Full-time","No","Year 2","3","psychology","Yes","female","Non-UKRN",1,3,3,3,1,1,2,3,3,19,19,1,1,0,0,0,1
"673",743,"UKRN08","Full-time","No","Final Year","3","Psychology","Yes","Female ","UKRN",1,4,3,4,4,1,3,3,3,25,25,1,1,1,0,1,1
"674",744,"UKRN08","Full-time","No","Final Year","3","Psychology ","Yes","Female ","UKRN",1,2,2,0,4,1,3,3,2,17,17,1,0,0,0,1,1
"675",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678",749,"UNI52","Full-time","No","Year 2","3","BSc Psychology ","Yes","Female ","Non-UKRN",1,4,4,4,1,0,3,1,3,20,20,1,0,1,1,1,1
"679",750,"UNI52","Full-time","No","Year 1","3","Psychology","Yes","Female","Non-UKRN",1,3,3,3,1,1,3,4,3,21,21,1,1,1,1,1,1
"680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681",752,"UNI52","Full-time","No","Year 1","3","Psychology","Yes","Male","Non-UKRN",1,4,4,4,4,1,4,4,4,29,29,1,0,0,0,0,1
"682",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684",755,"UNI52","Full-time","No","Year 2","3","Psychology ","No","Female ","Non-UKRN",1,4,3,4,3,1,1,1,4,21,21,1,1,0,0,0,1
"685",756,"UNI52","Full-time","No","Year 1","3","Psychology ","No","Female ","Non-UKRN",1,3,1,3,2,2,3,1,3,18,18,1,1,1,0,0,1
"686",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688",759,"UKRN08","Full-time","Yes","Year 2","3","Psychology with Criminology","Yes","Female","UKRN",1,3,3,3,1,0,0,3,2,15,15,1,0,1,0,0,1
"689",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690",761,"UKRN08","Full-time","No","Year 1","3","Psychology ","Yes","Female","UKRN",1,4,3,3,3,0,3,2,3,21,21,1,1,0,0,0,1
"691",762,"UNI52","Full-time","No","Year 2","3","Psychology","No","Female","Non-UKRN",1,1,1,3,1,3,1,3,2,15,15,1,1,1,0,0,1
"692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695",766,"UNI52","Full-time","No","Final Year","3","Psychology ","No","Female","Non-UKRN",1,4,3,1,1,1,3,2,3,18,18,1,0,0,1,0,1
"696",767,"UNI52","Full-time","No","Year 1","3","Psychology Hons BSC","No","Female ","Non-UKRN",1,4,4,4,4,4,4,4,4,32,32,1,0,0,0,0,1
"697",768,"UNI52","Full-time","No","Year 1","3","Psychology with English Language","Yes","Female","Non-UKRN",1,3,3,3,1,1,3,3,3,20,20,1,1,0,0,0,1
"698",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700",771,"UKRN08","Full-time","Yes","Placement Year","4","BSc Psychology","Yes","male","UKRN",1,4,4,3,2,0,1,2,3,19,19,1,1,1,0,0,1
"701",772,"UNI52","Full-time","Other (Please specify)","Year 1","3","Bachelor Of Arts With Honours (Combined) - Accounting & Finance And Psychology","No","Female","Non-UKRN",1,3,2,4,3,1,1,2,2,18,18,1,1,0,0,0,1
"702",773,"UNI52","Full-time","No","Year 2","3","Psychology","Yes","Female","Non-UKRN",1,1,1,3,1,1,2,3,3,15,15,1,0,0,1,0,1
"703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704",775,"UNI52","Full-time","No","Year 2","3","Psychology and Criminology","Yes","Non-Binary","Non-UKRN",1,4,4,4,1,2,3,2,3,23,23,1,0,0,0,0,1
"705",776,"UNI52","Full-time","No","Final Year","3","Biology and Psychology","Yes","Female","Non-UKRN",1,3,2,3,1,1,2,2,3,17,17,1,0,0,0,0,1
"706",777,"UKRN08","Full-time","No","Year 2","3","Psychology (BSc)","Yes","Female","UKRN",1,4,4,4,4,2,3,4,4,29,29,1,1,1,0,0,1
"707",778,"UKRN08","Full-time","Yes","Year 2","3","Psychology","No","Female","UKRN",1,4,3,4,4,1,3,4,3,26,26,1,1,0,1,1,1
"708",779,"UNI52","Full-time","No","Final Year","3","Psychology ","No","Male","Non-UKRN",1,4,3,1,0,1,1,2,3,15,15,1,1,0,0,0,1
"709",780,"UKRN08","Full-time","No","Year 1","3","BSC (Hons) Psychology","Yes","Female ","UKRN",1,4,3,3,3,1,2,3,3,22,22,1,1,1,0,1,1
"710",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711",782,"UNI52","Full-time","No","Year 2","3","Bachelor Of Arts With Honours (Combined) - Criminology And Psychology","Yes","female","Non-UKRN",1,1,1,3,0,0,0,3,3,11,11,1,0,0,0,0,1
"712",784,"UKRN08","Full-time","No","Year 2","3","Psychology with Sociology ","No","Female ","UKRN",1,3,4,3,4,2,2,3,2,23,23,1,1,1,0,1,1
"713",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714",786,"UNI52","Full-time","No","Year 1","3","Psychology ","Yes","Female ","Non-UKRN",1,3,3,3,1,1,3,2,3,19,19,1,1,1,0,0,1
"715",787,"UNI52","Full-time","No","Year 1","3","Sports Psychology","Yes","Male","Non-UKRN",1,3,3,3,1,1,3,3,3,20,20,1,1,0,0,0,1
"716",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717",789,"UNI52","Full-time","No","Year 1","3","Bachelor Of Arts With Honours (Combined) - Psychology And Special Educational Needs","No","Female","Non-UKRN",1,4,4,1,0,0,0,3,3,15,15,1,1,1,1,1,1
"718",790,"UNI01","Full-time","No","Year 2","3","psychology","Yes","female ","Non-UKRN",1,3,3,3,2,1,1,1,3,17,17,1,1,0,0,0,1
"719",791,"UKRN08","Full-time","No","Year 2","3","Psychology with Criminology ","Yes","Female","UKRN",1,4,3,2,3,0,0,3,3,18,18,1,1,0,0,0,1
"720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722",795,"UNI52","Full-time","No","Year 1","3","BSc Psychology ","No","Female","Non-UKRN",1,2,1,4,0,0,2,3,2,14,14,1,0,0,0,0,1
"723",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724",797,"UNI01","Full-time","No","Final Year","3","Psychology Bsc Single Hons","No","Female","Non-UKRN",1,3,3,3,1,1,1,1,4,17,17,1,1,1,1,1,1
"725",798,"UNI52","Full-time","No","Final Year","3","Psychology","No","Female","Non-UKRN",1,4,3,1,1,1,1,3,3,17,17,1,0,0,1,1,1
"726",799,"UKRN08","Full-time","Yes","Year 2","3","Psychology BSc (Hons)","Yes","Female","UKRN",1,4,4,0,1,0,1,1,4,15,15,1,1,0,1,1,1
"727",800,"UKRN08","Full-time","Yes","Year 2","4","Psychology with Criminology","No","Female","UKRN",1,3,2,3,1,2,3,3,2,19,19,1,1,0,0,0,1
"728",801,"UNI52","Full-time","No","Year 2","3","BSc Psychology","No","Female","Non-UKRN",1,4,3,3,1,0,3,3,3,20,20,1,1,0,0,0,1
"729",802,"UNI68","Full-time","Yes","Placement Year","4","Psychology with a professional placement year ","Yes","Female ","Non-UKRN",1,3,2,3,1,4,3,4,2,22,22,1,1,0,0,0,1
"730",803,"UNI68","Full-time","No","Year 1","3","Psychology with Business Management","Yes","Female","Non-UKRN",1,3,3,1,1,0,3,1,1,13,13,1,1,1,0,0,1
"731",804,"UNI68","Full-time","No","Year 2","3","Psychology","Yes","Female","Non-UKRN",1,4,3,3,0,1,1,3,3,18,18,1,1,0,0,0,1
"732",805,"UNI68","Full-time","No","Year 2","3","Psychology with Clinical Approaches ","Yes","Female","Non-UKRN",1,4,3,3,1,1,1,3,3,19,19,1,1,1,1,1,1
"733",806,"UNI68","Full-time","Yes","Year 2","4","Psychology BSc","Yes","Female","Non-UKRN",1,4,3,3,4,4,4,4,3,29,29,1,0,1,1,0,1
"734",807,"UNI68","Full-time","Yes","Final Year","4","Psychology with a Professional Placement","Yes","female","Non-UKRN",1,3,3,3,3,3,3,3,4,25,25,1,1,1,1,1,1
"735",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736",809,"UNI68","Full-time","Yes","Year 1","3","Psychology with Neuroscience","Yes","Female","Non-UKRN",1,4,3,4,3,0,0,4,3,21,21,1,1,1,0,0,1
"737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745",818,"UKRN08","Full-time","Yes","Placement Year","4","Psychology","No","Female ","UKRN",1,4,4,4,4,1,2,4,0,23,23,1,1,1,1,1,1
"746",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747",820,"UNI68","Full-time","No","Final Year","4","Psychology and criminology ","Yes","Female","Non-UKRN",1,3,3,3,0,1,1,2,3,16,16,1,1,0,0,0,1
"748",821,"UNI68","Full-time","No","Year 1","3","Psychology BSc ","No","Male (ftm)","Non-UKRN",1,3,4,4,3,3,3,3,3,26,26,1,1,1,0,0,1
"749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752",825,"UNI68","Full-time","No","Year 2","3","Bsc Psychology","Yes","Female","Non-UKRN",1,3,3,3,3,1,3,3,3,22,22,1,1,0,0,0,1
"753",826,"UKRN08","Full-time","Yes","Year 2","3","Psychology","No","Female ","UKRN",1,3,1,4,3,1,3,3,3,21,21,1,1,1,0,0,1
"754",827,"UKRN08","Full-time","Yes","Placement Year","3","Psychology ","Yes","Female ","UKRN",1,3,3,3,3,3,3,3,3,24,24,1,1,1,1,1,1
"755",828,"UNI68","Full-time","Yes","Final Year","4","Psychology (with a professional placement year) ","Yes","Female ","Non-UKRN",1,3,3,3,1,0,1,3,2,16,16,1,1,1,0,0,1
"756",829,"UNI68","Full-time","No","Year 2","3","Psychology","Yes","Female","Non-UKRN",1,3,3,4,1,1,1,3,3,19,19,1,0,1,0,0,1
"757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758",831,"UNI68","Full-time","No","Year 1","3","Psychology BSc","Yes","Female","Non-UKRN",1,3,3,4,1,2,4,2,3,22,22,1,1,1,0,0,1
"759",832,"UNI68","Full-time","No","Final Year","4","Psychology","Yes","Female","Non-UKRN",1,3,2,4,2,1,2,3,4,21,21,1,0,0,0,0,1
"760",833,"UNI68","Full-time","No","Year 2","3","BSc Psychology","No","Female","Non-UKRN",1,3,3,3,1,1,3,2,3,19,19,1,1,0,0,0,1
"761",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762",835,"UNI68","Full-time","No","Year 2","3","Psychology","Yes","Female ","Non-UKRN",1,3,3,1,1,1,3,3,2,17,17,1,1,1,0,0,1
"763",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765",838,"UNI68","Full-time","Yes","Placement Year","4","Bsc Pcyhology with a placement year","Yes","female","Non-UKRN",1,3,3,4,2,1,3,2,3,21,21,1,0,1,1,0,1
"766",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768",841,"UNI68","Full-time","No","Year 1","3","Psychology with criminology ","Yes","Female","Non-UKRN",1,3,2,3,2,1,3,3,3,20,20,1,1,1,0,0,1
"769",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770",843,"UNI52","Full-time","Other (Please specify)","Year 1","3","BSc Psychology ","Yes","Female ","Non-UKRN",1,4,3,3,1,0,2,4,3,20,20,1,1,0,0,1,1
"771",844,"UNI68","Full-time","No","Year 1","3","BSc Psychology with Criminology","Yes","Female","Non-UKRN",1,4,3,3,1,0,0,3,2,16,16,1,1,1,0,1,1
"772",845,"UNI68","Full-time","No","Year 1","3","psychology bsc","Yes","female","Non-UKRN",1,4,2,3,3,1,3,3,2,21,21,1,1,0,0,0,1
"773",846,"UNI68","Full-time","Other (Please specify)","Final Year","4","Psychology Bsc","Yes","male","Non-UKRN",1,4,4,3,1,3,4,4,2,25,25,1,1,1,0,0,1
"774",847,"UNI68","Full-time","Yes","Year 1","4","Psychology","No","Female ","Non-UKRN",1,3,3,3,4,3,4,4,2,26,26,1,1,1,1,0,1
"775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776",849,"UNI68","Full-time","No","Year 1","3","psychology","No","male","Non-UKRN",1,2,2,2,1,2,2,2,2,15,15,1,1,0,0,0,1
"777",850,"UNI68","Full-time","Other (Please specify)","Placement Year","4","Psychology with business and management (with a year abroad in year 3)","Yes","Female","Non-UKRN",1,3,3,4,3,0,2,4,4,23,23,1,0,0,0,0,1
"778",851,"UNI68","Full-time","Yes","Year 1","4","Psychology ","No","Female ","Non-UKRN",1,4,3,4,4,1,2,3,4,25,25,1,1,1,1,0,1
"779",852,"UNI68","Full-time","No","Year 1","3","BSc Psychology with Neuroscience","No","female","Non-UKRN",1,4,4,4,2,3,4,4,3,28,28,1,1,0,1,1,1
"780",853,"UNI68","Full-time","No","Year 2","3","Bsc Psychology ","Yes","Male","Non-UKRN",1,4,2,4,3,1,3,3,3,23,23,1,1,0,0,0,1
"781",854,"UNI68","Full-time","Yes","Placement Year","3","Psychology","Yes","Female","Non-UKRN",1,4,4,4,3,3,3,3,1,25,25,1,1,0,1,1,1
"782",855,"UNI68","Full-time","No","Year 1","4","Psychology with clinical approaches ","Yes","Female","Non-UKRN",1,4,3,3,3,0,1,3,3,20,20,1,1,1,0,0,1
"783",856,"UNI68","Full-time","No","Year 1","3","Psychology","No","female","Non-UKRN",1,4,3,4,1,1,3,4,3,23,23,1,1,1,0,0,1
"784",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785",859,"UNI68","Full-time","No","Final Year","3","Psychology","Yes","Female","Non-UKRN",1,3,3,4,1,3,3,2,3,22,22,1,1,0,0,0,1
"786",860,"UNI52","Full-time","No","Year 1","3","Music and Psychology BA (hons)","No","female","Non-UKRN",1,4,2,4,2,3,4,4,4,27,27,1,1,0,1,1,1
"787",861,"UNI69","Full-time","No","Final Year","4","Psychology ","No","Female ","Non-UKRN",1,4,4,4,4,1,1,1,4,23,23,1,NA,0,0,1,1
"788",862,"UKRN08","Full-time","Yes","Year 2","3","Psychology ","Yes","Female","UKRN",1,4,4,4,1,0,1,3,2,19,19,1,1,1,1,1,1
"789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790",872,"UNI68","Full-time","No","Year 1","3","Psychology with Neuroscience","Yes","Male","Non-UKRN",1,4,4,4,4,0,0,4,4,24,24,1,1,1,1,0,1
"791",873,"UNI68","Full-time","No","Year 1","3","Psychology ","Yes","Female","Non-UKRN",1,3,3,4,3,1,2,3,3,22,22,1,1,0,1,0,1
"792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793",876,"UNI68","Full-time","No","Year 1","3","Psychology","Yes","Female","Non-UKRN",1,3,1,1,0,0,2,4,3,14,14,1,1,1,0,0,1
"794",877,"UNI68","Full-time","No","Year 2","3","Psychology","No","Female","Non-UKRN",1,2,1,3,1,3,3,3,2,18,18,1,0,0,0,0,1
"795",879,"UKRN08","Full-time","No","Year 1","4","Psychology","No","female","UKRN",1,4,4,4,3,3,3,3,4,28,28,1,1,1,1,1,1
"796",880,"UNI68","Full-time","Yes","Year 1","4","Psychology With A Professional Placement Year","Yes","Female","Non-UKRN",1,3,3,3,4,1,1,4,3,22,22,1,1,1,0,0,1
"797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798",882,"UNI52","Full-time","No","Year 1","3","Film and Visual Culture and Psychology","Yes","Female","Non-UKRN",1,4,3,4,4,1,3,3,4,26,26,1,1,1,1,1,1
"799",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801",885,"UNI69","Full-time","No","Year 1","3","BSc Psychology","No","","Non-UKRN",1,3,3,3,1,1,3,3,2,19,19,1,0,0,1,0,1
"802",886,"UNI69","Full-time","No","Final Year","3","Psychology Honours","Yes","F","Non-UKRN",1,3,3,3,1,3,2,1,3,19,19,1,1,0,1,1,1
"803",887,"UKRN08","Full-time","Other (Please specify)","Year 1","3","BsC Psychology","Yes","Female","UKRN",1,3,1,3,1,0,1,4,3,16,16,1,1,1,1,1,1
